company_name,ISIN,bond_types,bond_destination,coupon_rate,maturity_date,bond_currency
OMV,XS2332687040,Senior Unsecured,International bonds,4.25%,12oct2021, EUR
EVN AG,XS2332687040,,International bonds,4.25%,13apr2022, EUR
Telekom Austria AG,XS2332687040,Senior Unsecured,International bonds,4.0%,4apr2022, EUR
Fingrid OYJ,XS2332687040,,International bonds,3.5%,3apr2024, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,2.625%,27sep2022, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,3.5%,27sep2027, EUR
Erdol-Lagergesellschaft,XS2332687040,Senior Unsecured,International bonds,2.75%,20mar2028, EUR
Telekom Austria AG,XS2332687040,,International bonds,3.5%,4jul2023, EUR
Telekom Austria AG,XS2332687040,Senior Unsecured,International bonds,3.125%,3dec2021, EUR
Ryanair,XS2332687040,Senior Unsecured,International bonds,1.875%,17jun2021, EUR
Sampo Group,XS2332687040,Senior Unsecured,International bonds,1.5%,16sep2021, EUR
Verbund,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.5%,20nov2024, EUR
TVO,XS2332687040,Senior Unsecured,International bonds,2.125%,4feb2025, EUR
Ryanair,XS2332687040,Senior Unsecured,International bonds,1.125%,10mar2023, EUR
Electricity Supply Board (ESB),XS2332687040,Senior Unsecured,International bonds,2.125%,8jun2027, EUR
Kerry Group,XS2332687040,Senior Unsecured,International bonds,2.375%,10sep2025, EUR
Eesti Energia,XS2332687040,Senior Unsecured,International bonds,2.384%,22sep2023, EUR
Telekom Austria AG,XS2332687040,Senior Unsecured,International bonds,1.5%,7dec2026, EUR
DAA,XS2332687040,,International bonds,1.554%,7jun2028, EUR
Electricity Supply Board (ESB),XS2332687040,Senior Unsecured,International bonds,1.875%,14jun2031, EUR
PartnerRe,XS2332687040,Senior Unsecured,International bonds,1.25%,15sep2026, EUR
Eaton Capital Unlimited,XS2332687040,Senior Unsecured,International bonds,0.75%,20sep2024, EUR
CRH,XS2332687040,Senior Unsecured,International bonds,1.375%,18oct2028, EUR
TVO,XS2332687040,Senior Unsecured,International bonds,2.625%,13jan2023, EUR
Sampo Group,XS2332687040,Senior Unsecured,International bonds,1%,18sep2023, EUR
GAS Networks Ireland,XS2332687040,Senior Unsecured,International bonds,1.375%,5dec2026, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,0.875%,31jan2022, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,1.5%,30jan2024, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,2.125%,1feb2027, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,3%,30jan2032, EUR
Electricity Supply Board (ESB),XS2332687040,Senior Unsecured,International bonds,1.75%,7feb2029, EUR
Ryanair,XS2332687040,Senior Unsecured,International bonds,1.125%,15aug2023, EUR
Nokia,XS2332687040,Senior Unsecured,International bonds,2%,15mar2024, EUR
Elisa,XS2332687040,,International bonds,0.875%,17mar2024, EUR
Liberty Mutual Finance Europe,XS2332687040,Senior Unsecured,International bonds,1.75%,27mar2024, EUR
Sampo Group,XS2332687040,Senior Unsecured,International bonds,1.25%,30may2025, EUR
Stora Enso Oyj,XS2332687040,,International bonds,2.5%,7jun2027, EUR
Neles,XS2332687040,,International bonds,1.125%,13jun2024, EUR
Kojamo,XS2332687040,Senior Unsecured,International bonds,1.5%,19jun2024, EUR
Ignitis Group,XS2332687040,Green bonds,International bonds,2%,14jul2027, EUR
Elering,XS2332687040,,International bonds,0.875%,3may2023, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,1%,14dec2026, EUR
Sampo Group,XS2332687040,Senior Unsecured,International bonds,1.625%,21feb2028, EUR
Kojamo,XS2332687040,Senior Unsecured,International bonds,1.625%,7mar2025, EUR
Stora Enso Oyj,XS2332687040,,International bonds,2.5%,21mar2028, EUR
TVO,XS2332687040,,International bonds,2%,8may2024, EUR
Ignitis Group,XS2332687040,Green bonds,International bonds,1.875%,10jul2028, EUR
Sampo Group,XS2332687040,Senior Unsecured,International bonds,2.25%,27sep2030, EUR
Electricity Supply Board (ESB),XS2332687040,Senior Unsecured,International bonds,2.125%,5nov2033, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,0.75%,4dec2023, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,1.875%,4dec2028, EUR
Elisa,XS2332687040,,International bonds,1.125%,26feb2026, EUR
Fortum Oyj,XS2332687040,Senior Unsecured,International bonds,2.125%,27feb2029, EUR
Fortum Oyj,XS2332687040,Senior Unsecured,International bonds,0.875%,27feb2023, EUR
Fortum Oyj,XS2332687040,Senior Unsecured,International bonds,1.625%,27feb2026, EUR
Nokia,XS2332687040,Senior Unsecured,International bonds,2%,11mar2026, EUR
Eaton Capital Unlimited,XS2332687040,Senior Unsecured,International bonds,0.697%,14may2025, EUR
Electricity Supply Board (ESB),XS2332687040,"Green bonds, Senior Unsecured",International bonds,1.125%,11jun2030, EUR
Zurich Finance (Ireland),XS2332687040,Senior Unsecured,International bonds,1.625%,17jun2039, EUR
OMV,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,3jul2025, EUR (2192D)
OMV,XS2332687040,Senior Unsecured,International bonds,1%,3jul2034, EUR
Kerry Group,XS2332687040,Senior Unsecured,International bonds,0.625%,20sep2029, EUR
Atlas Copco,XS2332687040,,International bonds,0.125%,3sep2029, EUR
TVO,XS2332687040,Senior Unsecured,International bonds,1.125%,9mar2026, EUR
GAS Networks Ireland,XS2332687040,,International bonds,0.125%,4dec2024, EUR
CA Immobilien,XS2332687040,Senior Unsecured,International bonds,0.875%,5feb2027, EUR
Mondi AG,XS2332687040,Senior Unsecured,International bonds,2.375%,1apr2028, EUR
SATO,XS2332687040,Senior Unsecured,International bonds,2.25%,7apr2023, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,1.5%,9apr2024, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,2%,9apr2028, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,2.375%,9apr2032, EUR
CRH,XS2332687040,Senior Unsecured,International bonds,1.25%,5nov2026, EUR
CRH,XS2332687040,Senior Unsecured,International bonds,0.875%,5nov2023, EUR
Nokia,XS2332687040,Senior Unsecured,International bonds,2.375%,15may2025, EUR
Nokia,XS2332687040,Senior Unsecured,International bonds,3.125%,15may2028, EUR
Ignitis Group,XS2332687040,Senior Unsecured,International bonds,2%,21may2030, EUR
Kojamo,XS2332687040,Senior Unsecured,International bonds,1.875%,27may2027, EUR
OMV,XS2332687040,Senior Unsecured,International bonds,0.75%,16jun2030, EUR
OMV,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,16jun2023, EUR (1095D)
Uniqa Insurance,XS2332687040,Senior Unsecured,International bonds,1.375%,9jul2030, EUR
Ryanair,XS2332687040,Senior Unsecured,International bonds,2.875%,15sep2025, EUR
Glencore International AG,XS2332687040,Senior Unsecured,International bonds,1.125%,10mar2028, EUR
Elisa,XS2332687040,Senior Unsecured,International bonds,0.25%,15sep2027, EUR
SATO,XS2332687040,Senior Unsecured,International bonds,1.375%,24feb2028, EUR
Immofinanz,XS2332687040,Senior Unsecured,International bonds,2.5%,15oct2027, EUR
DAA,XS2332687040,Senior Unsecured,International bonds,1.601%,5nov2032, EUR
CA Immobilien,XS2332687040,"Green bonds, Senior Unsecured",International bonds,1%,27oct2025, EUR
UPM,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.125%,19nov2028, EUR
Neles,XS2332687040,Senior Unsecured,International bonds,0.875%,26may2028, EUR
Stora Enso Oyj,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.625%,2dec2030, EUR
Hemso Treasury,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,19jan2028, EUR (2556D)
Balder,XS2332687040,Senior Unsecured,International bonds,1%,20jan2029, EUR
Samhallsbyggnadsbolaget i Norden,XS2332687040,"Senior Unsecured, Floating rate",International bonds,FRN,1feb2023, EUR
Glencore International AG,XS2332687040,Senior Unsecured,International bonds,0.75%,1mar2029, EUR
Glencore International AG,XS2332687040,Senior Unsecured,International bonds,1.25%,1mar2033, EUR
Eaton Capital Unlimited,XS2332687040,Senior Unsecured,International bonds,0.128%,8mar2026, EUR
Eaton Capital Unlimited,XS2332687040,Senior Unsecured,International bonds,0.577%,8mar2030, EUR
UPM,XS2332687040,"Green bonds, Senior Unsecured",International bonds,0.5%,22mar2031, EUR
Fresenius SE,XS2332687040,"Zero-coupon bonds, Senior Unsecured",International bonds,0%,1oct2025, EUR (1644D)
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,0.875%,1oct2031, EUR
Fresenius SE,XS2332687040,Senior Unsecured,International bonds,0.5%,1oct2028, EUR
Orange,XS2332687040,,International bonds,8.125%,28jan2033, EUR
Engie,XS2332687040,,International bonds,5.75%,24jun2023, EUR
La Poste,XS2332687040,,International bonds,4.375%,26jun2023, EUR
Veolia Environnement,XS2332687040,,International bonds,6.125%,25nov2033, EUR
Cofiroute,XS2332687040,,International bonds,5%,24may2021, EUR
La Poste,XS2332687040,,International bonds,4.25%,8nov2021, EUR
Veolia Environnement,XS2332687040,,International bonds,5.125%,24may2022, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,5.625%,4jul2022, EUR
SUEZ,XS2332687040,,International bonds,5.5%,22jul2024, EUR
Electricite de France (EDF),XS2332687040,,International bonds,4.625%,11sep2024, EUR
Electricite de France (EDF),XS2332687040,,International bonds,4.625%,26apr2030, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,3.875%,28jun2022, EUR
SUEZ,XS2332687040,,International bonds,4.125%,24jun2022, EUR
SAGESS,XS2332687040,,International bonds,3.125%,21oct2022, EUR
Engie,XS2332687040,,International bonds,3.5%,18oct2022, EUR
Electricite de France (EDF),XS2332687040,,International bonds,4%,12nov2025, EUR
Electricite de France (EDF),XS2332687040,,International bonds,4.5%,12nov2040, EUR
SUEZ,XS2332687040,,International bonds,4.078%,17may2021, EUR
Electricite de France (EDF),XS2332687040,,International bonds,3.875%,18jan2022, EUR
Bouygues,XS2332687040,,International bonds,4.5%,9feb2022, EUR
Veolia Environnement,XS2332687040,,International bonds,4.625%,30mar2027, EUR
Electricite de France (EDF),XS2332687040,,International bonds,4.125%,25mar2027, EUR
Aeroports de Paris,XS2332687040,,International bonds,3.125%,11jun2024, EUR
Engie,XS2332687040,,International bonds,2.625%,20jul2022, EUR
Electricite de France (EDF),XS2332687040,,International bonds,2.75%,10mar2023, EUR
Bouygues,XS2332687040,,International bonds,3.625%,16jan2023, EUR
Eutelsat,XS2332687040,,International bonds,3.125%,10oct2022, EUR
Air Liquide Finance,XS2332687040,,International bonds,2.125%,15oct2021, EUR
La Poste,XS2332687040,,International bonds,2.75%,26nov2024, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,2.875%,18jan2023, EUR
SAGESS,XS2332687040,,International bonds,2.625%,6mar2025, EUR
Air Liquide,XS2332687040,,International bonds,2.375%,6sep2023, EUR
Gecina,XS2332687040,,International bonds,2.875%,30may2023, EUR
Aeroports de Paris,XS2332687040,,International bonds,2.75%,5jun2028, EUR
Danone,XS2332687040,,International bonds,2.6%,28jun2023, EUR
Orange,XS2332687040,,International bonds,3.125%,9jan2024, EUR
Schneider Electric,XS2332687040,,International bonds,2.5%,6sep2021, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,2.875%,12sep2023, EUR
SUEZ,XS2332687040,,International bonds,2.75%,9oct2023, EUR
Danone,XS2332687040,,International bonds,2.25%,15nov2021, EUR
Sanofi,XS2332687040,,International bonds,2.5%,14nov2023, EUR
Valeo,XS2332687040,,International bonds,3.25%,22jan2024, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,2.95%,17jan2024, EUR
ESSILORLUXOTTICA,XS2332687040,,International bonds,2.375%,9apr2024, EUR
Engie,XS2332687040,Green bonds,International bonds,2.375%,19may2026, EUR
SUEZ,XS2332687040,,International bonds,2%,21may2029, EUR
Air Liquide Finance,XS2332687040,,International bonds,1.875%,5jun2024, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,2.75%,20jun2029, EUR
Sanofi,XS2332687040,,International bonds,1.125%,10mar2022, EUR
Sanofi,XS2332687040,,International bonds,1.75%,10sep2026, EUR
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,1%,24sep2021, EUR
Pernod Ricard,XS2332687040,,International bonds,2.125%,27sep2024, EUR
Kering,XS2332687040,,International bonds,1.375%,1oct2021, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,1.625%,8oct2024, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,2.625%,9oct2034, EUR
Wendel,XS2332687040,,International bonds,2.75%,2oct2024, EUR
Aeroports de Paris,XS2332687040,,International bonds,1.5%,7apr2025, EUR
Infra Foch,XS2332687040,,International bonds,2.125%,16apr2025, EUR
Klepierre,XS2332687040,,International bonds,1.75%,6nov2024, EUR
Mercialys,XS2332687040,,International bonds,1.787%,31mar2023, EUR
Societe Fonciere Lyonnaise,XS2332687040,,International bonds,1.875%,26nov2021, EUR
Publicis Groupe,XS2332687040,,International bonds,1.125%,16dec2021, EUR
Publicis Groupe,XS2332687040,,International bonds,1.625%,16dec2024, EUR
Danone,XS2332687040,,International bonds,1.125%,14jan2025, EUR
Gecina,XS2332687040,,International bonds,1.5%,20jan2025, EUR
Arkema,XS2332687040,,International bonds,1.5%,20jan2025, EUR
Wendel,XS2332687040,,International bonds,2.5%,9feb2027, EUR
Edenred,XS2332687040,,International bonds,1.375%,10mar2025, EUR
Schneider Electric,XS2332687040,,International bonds,0.875%,11mar2025, EUR (19)
Engie,XS2332687040,,International bonds,0.5%,13mar2022, EUR (65)
Engie,XS2332687040,,International bonds,1%,13mar2026, EUR (66)
Engie,XS2332687040,,International bonds,1.5%,13mar2035, EUR (67)
Kering,XS2332687040,,International bonds,0.875%,28mar2022, EUR
Veolia Environnement,XS2332687040,,International bonds,1.59%,10jan2028, EUR
Klepierre,XS2332687040,,International bonds,1%,17apr2023, EUR
La Poste,XS2332687040,,International bonds,1.125%,4jun2025, EUR
Air Liquide Finance,XS2332687040,,International bonds,1.25%,3jun2025, EUR
Gecina,XS2332687040,,International bonds,2.00%,17jun2024, EUR
Aeroports de Paris,XS2332687040,,International bonds,1.5%,24jul2023, EUR
Transport et Infrastructures Gaz France,XS2332687040,,International bonds,2.2%,5aug2025, EUR
Schneider Electric,XS2332687040,,International bonds,1.5%,8sep2023, EUR
SUEZ,XS2332687040,,International bonds,1.75%,10sep2025, EUR
CARMILA,XS2332687040,,International bonds,2.375%,18sep2023, EUR
Pernod Ricard,XS2332687040,,International bonds,1.875%,28sep2023, EUR
Sanofi,XS2332687040,,International bonds,0.875%,22sep2021, EUR
Sanofi,XS2332687040,,International bonds,1.5%,22sep2025, EUR
Schneider Electric,XS2332687040,Green bonds,International bonds,1.841%,13oct2025, EUR
Klepierre,XS2332687040,,International bonds,2.125%,22oct2025, EUR (8)
Societe Fonciere Lyonnaise,XS2332687040,,International bonds,2.25%,16nov2022, EUR
Sanef SA,XS2332687040,,International bonds,1.875%,16mar2026, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,1.625%,27nov2025, EUR
Danone,XS2332687040,,International bonds,1.25%,30may2024, EUR
Legrand,XS2332687040,,International bonds,1.875%,16dec2027, EUR
SAGESS,XS2332687040,,International bonds,0.625%,25may2023, EUR
Klepierre,XS2332687040,,International bonds,1.875%,19feb2026, EUR
Valeo,XS2332687040,,International bonds,1.625%,18mar2026, EUR
CARMILA,XS2332687040,,International bonds,2.375%,16sep2024, EUR
Sanofi,XS2332687040,,International bonds,0.625%,5apr2024, EUR
Sanofi,XS2332687040,,International bonds,1.125%,5apr2028, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,1%,19oct2026, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,2%,18apr2036, EUR
Air Liquide Finance,XS2332687040,,International bonds,0.375%,18apr2022, EUR
Kering,XS2332687040,,International bonds,1.25%,10may2026, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,1%,13may2026, EUR
Covivio (Fonciere des Regions),XS2332687040,Green bonds,International bonds,1.875%,20may2026, EUR
Pernod Ricard,XS2332687040,,International bonds,1.5%,18may2026, EUR
SUEZ,XS2332687040,,International bonds,1.25%,19may2028, EUR
Vivendi,XS2332687040,,International bonds,1.875%,26may2026, EUR
JCDecaux,XS2332687040,,International bonds,1%,1jun2023, EUR
APRR,XS2332687040,,International bonds,1.125%,9jan2026, EUR
Air Liquide Finance,XS2332687040,,International bonds,0.5%,13jun2022, EUR
Air Liquide Finance,XS2332687040,,International bonds,0.75%,13jun2024, EUR
Air Liquide Finance,XS2332687040,,International bonds,1.25%,13jun2028, EUR
Regie Autonome des Transports Parisiens,XS2332687040,,International bonds,0.375%,15jun2024, EUR
Cofiroute,XS2332687040,,International bonds,0.375%,7feb2025, EUR
Cofiroute,XS2332687040,,International bonds,0.75%,9sep2028, EUR
Schneider Electric,XS2332687040,,International bonds,0.25%,9sep2024, EUR
Sanofi,XS2332687040,Zero-coupon bonds,International bonds,0%,13sep2022, EUR (2191D)
Sanofi,XS2332687040,,International bonds,0.5%,13jan2027, EUR
Klepierre,XS2332687040,,International bonds,1.25%,29sep2031, EUR
Gecina,XS2332687040,,International bonds,1%,30jan2029, EUR
Veolia Environnement,XS2332687040,,International bonds,0.314%,4oct2023, EUR
Veolia Environnement,XS2332687040,,International bonds,0.927%,4jan2029, EUR
Electricite de France (EDF),XS2332687040,Green bonds,International bonds,1%,13oct2026, EUR
Electricite de France (EDF),XS2332687040,,International bonds,1.875%,13oct2036, EUR
Sanef SA,XS2332687040,,International bonds,0.95%,19oct2028, EUR
Wendel,XS2332687040,,International bonds,1%,20apr2023, EUR
SAGESS,XS2332687040,,International bonds,0.625%,20oct2028, EUR
Danone,XS2332687040,,International bonds,0.424%,3nov2022, EUR
Danone,XS2332687040,,International bonds,0.709%,3nov2024, EUR
Danone,XS2332687040,,International bonds,1.208%,3nov2028, EUR
Orange,XS2332687040,,International bonds,0.875%,3feb2027, EUR
Publicis Groupe,XS2332687040,,International bonds,0.5%,3nov2023, EUR
Capgemini,XS2332687040,,International bonds,0.5%,9nov2021, EUR
APRR,XS2332687040,,International bonds,1.25%,6jan2027, EUR
APRR,XS2332687040,,International bonds,1.875%,6jan2031, EUR
Vivendi,XS2332687040,,International bonds,1.125%,24nov2023, EUR
Bouygues,XS2332687040,,International bonds,1.375%,7jun2027, EUR
Valeo,XS2332687040,,International bonds,0.625%,11jan2023, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,1.25%,18jan2027, EUR
Klepierre,XS2332687040,,International bonds,1.375%,16feb2027, EUR
Renault,XS2332687040,,International bonds,1%,8mar2023, EUR
Air Liquide,XS2332687040,,International bonds,1%,8mar2027, EUR
Orange,XS2332687040,,International bonds,0.75%,11sep2023, EUR
Orange,XS2332687040,,International bonds,1.5%,9sep2027, EUR
Engie,XS2332687040,Green bonds,International bonds,0.875%,27mar2024, EUR
Engie,XS2332687040,Green bonds,International bonds,1.5%,27mar2028, EUR
Veolia Environnement,XS2332687040,,International bonds,0.672%,30mar2022, EUR
Veolia Environnement,XS2332687040,,International bonds,1.496%,30nov2026, EUR
Edenred,XS2332687040,,International bonds,1.875%,30mar2027, EUR
SUEZ,XS2332687040,,International bonds,1%,3apr2025, EUR
SUEZ,XS2332687040,,International bonds,1.5%,3apr2029, EUR
Kering,XS2332687040,,International bonds,1.5%,5apr2027, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,1.125%,20apr2026, EUR
Arkema,XS2332687040,,International bonds,1.5%,20apr2027, EUR
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,0.375%,26may2022, EUR
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,0.75%,26may2024, EUR
APRR,XS2332687040,,International bonds,1.625%,13jan2032, EUR
Engie,XS2332687040,,International bonds,1.625%,7jun2032, EUR
Covivio (Fonciere des Regions),XS2332687040,,International bonds,1.5%,21jun2027, EUR
Coentreprise De Transport D'electricite,XS2332687040,,International bonds,0.875%,29sep2024, EUR
Coentreprise De Transport D'electricite,XS2332687040,,International bonds,1.5%,29jul2028, EUR
Coentreprise De Transport D'electricite,XS2332687040,,International bonds,2.125%,29jul2032, EUR
Regie Autonome des Transports Parisiens,XS2332687040,Green bonds,International bonds,0.875%,25may2027, EUR
Gecina,XS2332687040,Floating rate,International bonds,FRN,30jun2022, EUR
Gecina,XS2332687040,,International bonds,1.375%,30jun2027, EUR
Gecina,XS2332687040,,International bonds,2%,30jun2032, EUR
Legrand,XS2332687040,,International bonds,0.75%,6jul2024, EUR
Legrand,XS2332687040,,International bonds,1.875%,6jul2032, EUR
Valeo,XS2332687040,,International bonds,0.375%,12sep2022, EUR
Vivendi,XS2332687040,,International bonds,0.875%,18sep2024, EUR
SUEZ,XS2332687040,,International bonds,1.625%,21sep2032, EUR
Gecina,XS2332687040,,International bonds,1.375%,26jan2028, EUR
Engie,XS2332687040,Green bonds,International bonds,0.375%,28feb2023, EUR
Engie,XS2332687040,Green bonds,International bonds,1.375%,28feb2029, EUR
Engie,XS2332687040,,International bonds,2%,28sep2037, EUR
Cofiroute,XS2332687040,,International bonds,1.125%,13oct2027, EUR
Legrand,XS2332687040,,International bonds,0.5%,9oct2023, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,1.875%,23oct2037, EUR
Mercialys,XS2332687040,,International bonds,2%,3nov2027, EUR
APRR,XS2332687040,,International bonds,1.5%,17jan2033, EUR
Holding de Infrastructures de Transport S.A.S.,XS2332687040,,International bonds,1.625%,27nov2027, EUR
Holding de Infrastructures de Transport S.A.S.,XS2332687040,,International bonds,0.625%,27mar2023, EUR
Renault,XS2332687040,,International bonds,1%,28nov2025, EUR
Klepierre,XS2332687040,,International bonds,1.625%,13dec2032, EUR
Aeroports de Paris,XS2332687040,,International bonds,1%,13dec2027, EUR
Schneider Electric,XS2332687040,,International bonds,0.875%,13dec2026, EUR
Orange,XS2332687040,,International bonds,1.375%,16jan2030, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,1.375%,22jan2030, EUR
Thales,XS2332687040,,International bonds,0.75%,23jan2025, EUR
Mercialys,XS2332687040,,International bonds,1.8%,27feb2026, EUR
Legrand,XS2332687040,,International bonds,1%,6mar2026, EUR
CARMILA,XS2332687040,,International bonds,2.125%,7mar2028, EUR
Gecina,XS2332687040,,International bonds,1.625%,14mar2030, EUR
Orange,XS2332687040,,International bonds,1.375%,20mar2028, EUR
Sanofi,XS2332687040,,International bonds,0.5%,21mar2023, EUR
Sanofi,XS2332687040,,International bonds,1%,21mar2026, EUR
Sanofi,XS2332687040,,International bonds,1.375%,21mar2030, EUR
Sanofi,XS2332687040,,International bonds,1.875%,21mar2038, EUR
Danone,XS2332687040,,International bonds,1%,26mar2025, EUR
Capgemini,XS2332687040,,International bonds,1%,18oct2024, EUR
Capgemini,XS2332687040,,International bonds,1.750%,18apr2028, EUR
Infra Park,XS2332687040,,International bonds,1.625%,19apr2028, EUR
Thales,XS2332687040,,International bonds,0.875%,19apr2024, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,1.125%,15sep2025, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,1.875%,15jan2031, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,2.25%,14may2038, EUR
Societe Fonciere Lyonnaise,XS2332687040,,International bonds,1.5%,29may2025, EUR
Carrefour,XS2332687040,,International bonds,0.875%,12jun2023, EUR
Valeo,XS2332687040,,International bonds,1.5%,18jun2025, EUR
Schneider Electric,XS2332687040,,International bonds,1.375%,21jun2027, EUR
Engie,XS2332687040,,International bonds,1.375%,22jun2028, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,1.375%,27jun2028, EUR
Altareit,XS2332687040,,International bonds,2.875%,2jul2025, EUR
Michelin,XS2332687040,,International bonds,0.875%,3sep2025, EUR
Michelin,XS2332687040,,International bonds,1.75%,3sep2030, EUR
Michelin,XS2332687040,,International bonds,2.5%,3sep2038, EUR
Orange,XS2332687040,,International bonds,1%,12sep2025, EUR
Orange,XS2332687040,,International bonds,1.875%,12sep2030, EUR
SUEZ,XS2332687040,,International bonds,1.625%,17sep2030, EUR
Engie,XS2332687040,,International bonds,0.875%,19sep2025, EUR
Engie,XS2332687040,,International bonds,1.875%,19sep2033, EUR
Covivio Hotels,XS2332687040,,International bonds,1.875%,24sep2025, EUR
VINCI SA,XS2332687040,,International bonds,1%,26sep2025, EUR
VINCI SA,XS2332687040,,International bonds,1.75%,26sep2030, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,1.5%,27sep2030, EUR
RTE Reseau de Transport d'electricite,XS2332687040,,International bonds,2.125%,27sep2038, EUR
Renault,XS2332687040,,International bonds,2%,28sep2026, EUR
Electricite de France (EDF),XS2332687040,,International bonds,2%,2oct2030, EUR
Eutelsat,XS2332687040,,International bonds,2%,2oct2025, EUR
Aeroports de Paris,XS2332687040,,International bonds,2.125%,11oct2038, EUR
AtoS,XS2332687040,,International bonds,0.75%,7may2022, EUR
AtoS,XS2332687040,,International bonds,1.75%,7may2025, EUR
AtoS,XS2332687040,,International bonds,2.5%,7nov2028, EUR
APRR,XS2332687040,,International bonds,1.5%,25jan2030, EUR
Carrefour,XS2332687040,,International bonds,1.75%,4may2026, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,2%,5dec2033, EUR
Veolia Environnement,XS2332687040,,International bonds,1.94%,7jan2030, EUR
Edenred,XS2332687040,,International bonds,1.875%,6mar2026, EUR
Veolia Environnement,XS2332687040,,International bonds,0.892%,14jan2024, EUR
Orange,XS2332687040,,International bonds,1.125%,15jul2024, EUR
Orange,XS2332687040,,International bonds,2%,15jan2029, EUR
Schneider Electric,XS2332687040,,International bonds,1.5%,15jan2028, EUR
APRR,XS2332687040,,International bonds,1.25%,18jan2028, EUR
VINCI SA,XS2332687040,,International bonds,1.625%,18jan2029, EUR
Autoroutes Du Sud de La France,XS2332687040,,International bonds,1.375%,21feb2031, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,1%,27feb2027, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,1.75%,27feb2034, EUR
LVMH Moet Hennessy Louis Vuitton,XS2332687040,,International bonds,0.125%,28feb2023, EUR
Sanofi,XS2332687040,Zero-coupon bonds,International bonds,0%,21mar2022, EUR (1096D)
Sanofi,XS2332687040,,International bonds,0.875%,21mar2029, EUR
Sanofi,XS2332687040,,International bonds,1.25%,21mar2034, EUR
Carrefour,XS2332687040,,International bonds,1%,17may2027, EUR
Gecina,XS2332687040,,International bonds,1.625%,29may2034, EUR
Eutelsat,XS2332687040,,International bonds,2.25%,13jul2027, EUR
Vivendi,XS2332687040,Zero-coupon bonds,International bonds,0%,13jun2022, EUR (1098D)
Vivendi,XS2332687040,,International bonds,0.625%,11jun2025, EUR
Vivendi,XS2332687040,,International bonds,1.125%,11dec2028, EUR
Aeroports de Paris,XS2332687040,,International bonds,1.125%,18jun2034, EUR
Regie Autonome des Transports Parisiens,XS2332687040,Green bonds,International bonds,0.35%,20jun2029, EUR
Air Liquide,XS2332687040,,International bonds,0.625%,20jun2030, EUR
Renault,XS2332687040,,International bonds,1.25%,24jun2025, EUR
Engie,XS2332687040,Green bonds,International bonds,0.375%,21jun2027, EUR
Engie,XS2332687040,Green bonds,International bonds,1.375%,21jun2039, EUR
Klepierre,XS2332687040,,International bonds,0.625%,1jul2030, EUR
Unibail-Rodamco SE,XS2332687040,,International bonds,1.75%,1jul2049, EUR
