company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0013152899,International bonds,1%,"650,000,000 EUR","100,000 EUR",19oct2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0013152907,International bonds,2%,"700,000,000 EUR","100,000 EUR",18apr2036, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide Finance,"Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...",Profile,corporate,Chemical and petrochemical industry,FR0013153822,International bonds,0.375%,"300,000,000 EUR","100,000 EUR",18apr2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Kering,"Kering (previously PPR) is the French luxury goods holding company owner of Alexander McQueen, Balenciaga, Brioni, Gucci, Puma, Volcom, and other luxury, sport & lifestyle brands distributed in 120 countries. The company was founded in 1963 ...",Profile,corporate,Light industry,FR0013165677,International bonds,1.25%,"500,000,000 EUR","100,000 EUR",10may2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0013169885,International bonds,1%,"500,000,000 EUR","100,000 EUR",13may2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Covivio (Fonciere des Regions),Foncière des Régions is a holding company of real estate investment (REIT) companies that own residential and commercial properties in 8 countries (mostly Europe). Its business comes from the rental and leasing of properties (including hotels ...,Profile,corporate,Financial institutions,FR0013170834,International bonds,1.875%,"500,000,000 EUR","100,000 EUR",20may2026, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Pernod Ricard,Pernod Ricard,Issuer,corporate,Food industry,FR0013172939,International bonds,1.5%,"600,000,000 EUR","100,000 EUR",18may2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0013173432,International bonds,1.25%,"800,000,000 EUR","100,000 EUR",19may2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vivendi,"Vivendi Société Anonyme produces, publishes, and distributes digital products and services primarily in France and rest of Europe, the United States, Morocco, Brazil, and internationally. The company operates in six businesses: Activision Blizzard, Universal Music Group, ...",Profile,corporate,Information and High Technologies,FR0013176310,International bonds,1.875%,"500,000,000 EUR","100,000 EUR",26may2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
JCDecaux,"Group profile JCDecaux SA is the number one outdoor advertising company worldwide, the market leader in Europe, number 1 in Asia Pacific and in Latin America. The Group is listed on the Premier Marché of ...",Profile,corporate,Other sectors,FR0013179553,International bonds,1%,"750,000,000 EUR","100,000 EUR",1jun2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
APRR,"APRR is Europe's fourth-largest motorway operator and a subsidiary of Eiffarie, a consortium comprising Eiffage (majority interest) and Macquarie. The Group operates a network of near that 2,300 km of motorways.",Profile,corporate,Transportation,FR0013182078,International bonds,1.125%,"700,000,000 EUR","100,000 EUR",9jan2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide Finance,"Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...",Profile,corporate,Chemical and petrochemical industry,FR0013182821,International bonds,0.5%,"500,000,000 EUR","100,000 EUR",13jun2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide Finance,"Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...",Profile,corporate,Chemical and petrochemical industry,FR0013182839,International bonds,0.75%,"500,000,000 EUR","100,000 EUR",13jun2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide Finance,"Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...",Profile,corporate,Chemical and petrochemical industry,FR0013182847,International bonds,1.25%,"1,000,000,000 EUR","100,000 EUR",13jun2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Regie Autonome des Transports Parisiens,"Régie Autonome des Transports Parisiens provides public transport services in the Paris region. The company operates in two segments, Infrastructure Management and Transport Operations. It operates, develops, modernizes, and maintains multimodal networks, including the metro system, ...",Profile,corporate,Transportation,FR0013183431,International bonds,0.375%,"500,000,000 EUR","100,000 EUR",15jun2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Cofiroute,"Compagnie Financiere et Industrielle des Autoroutes SA operates concession systems and roadways. The Company offers roads and highway construction, traffic management, technological solutions, toll facilities, restrooms, and radio services.",Profile,corporate,Transportation,FR0013201126,International bonds,0.375%,"650,000,000 EUR","100,000 EUR",7feb2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Cofiroute,"Compagnie Financiere et Industrielle des Autoroutes SA operates concession systems and roadways. The Company offers roads and highway construction, traffic management, technological solutions, toll facilities, restrooms, and radio services.",Profile,corporate,Transportation,FR0013201134,International bonds,0.75%,"650,000,000 EUR","100,000 EUR",9sep2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schneider Electric,"Schneider Electric SA specializes in energy management and offers integrated solutions in energy and infrastructure, industrial processes, building automation, residential applications, and data centers/networks in France and internationally. The company operates in five segments: Power, Infrastructure, ...",Profile,corporate,Power,FR0013201308,International bonds,0.25%,"800,000,000 EUR","100,000 EUR",9sep2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0013201621,International bonds,0%,"850,000,000 EUR","100,000 EUR",13sep2022, EUR (2191D),France,Outstanding,"Par amount, integral multiple",Zero-coupon bonds,no,no,no,no,no,yes
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0013201639,International bonds,0.5%,"1,150,000,000 EUR","100,000 EUR",13jan2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Klepierre,Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.,Profile,corporate,Financial institutions,FR0013203825,International bonds,1.25%,"600,000,000 EUR","100,000 EUR",29sep2031, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0013205069,International bonds,1%,"500,000,000 EUR","100,000 EUR",30jan2029, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0013210408,International bonds,0.314%,"600,000,000 EUR","100,000 EUR",4oct2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0013210416,International bonds,0.927%,"500,000,000 EUR","100,000 EUR",4jan2029, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0013213295,International bonds,1%,"1,750,000,000 EUR","100,000 EUR",13oct2026, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Electricite de France (EDF),"Electricite de France (EDF) produces, transmits, distributes, imports and exports electricity. The Company, using nuclear power, coal and gas, provides electricity for French energy consumers.",Profile,corporate,Power,FR0013213303,International bonds,1.875%,"750,000,000 EUR","100,000 EUR",13oct2036, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanef SA,"Sanef, Northern Highways Company and the East of France (Northern and Eastern French Highways Corporation) is a motorway operator company in France. It Operates motorways in the North and East of France as a result of ...",Profile,corporate,Transportation,FR0013213683,International bonds,0.95%,"300,000,000 EUR","100,000 EUR",19oct2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Wendel,Wendel,Issuer,corporate,Financial institutions,FR0013213709,International bonds,1%,"300,000,000 EUR","100,000 EUR",20apr2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SAGESS,"Société Anonyme de Gestion de Stocks de Sécurité (SAGESS) has the role of building up, stockpiling and maintaining strategic oil reserves in order to fulfill obligations set by national and international standards.",Profile,corporate,Power,FR0013214137,International bonds,0.625%,"600,000,000 EUR","100,000 EUR",20oct2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0013216900,International bonds,0.424%,"1,000,000,000 EUR","100,000 EUR",3nov2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0013216918,International bonds,0.709%,"1,250,000,000 EUR","100,000 EUR",3nov2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0013216926,International bonds,1.208%,"1,600,000,000 EUR","100,000 EUR",3nov2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013217114,International bonds,0.875%,"750,000,000 EUR","100,000 EUR",3feb2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Publicis Groupe,"Publicis Groupe SA is the 3rd Largest Communications Group Worldwide, and is among the Leaders in Digital and Interactive Communication.",Profile,corporate,Other sectors,FR0013217346,International bonds,0.5%,"500,000,000 EUR","100,000 EUR",3nov2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Capgemini,"Cap Gemini S.A. is a French multinational corporation headquartered in Paris, France. It provides IT services and is one of the world's largest consulting, outsourcing and professional services companies with almost 140,000 employees in over 40 ...",Profile,corporate,Information and High Technologies,FR0013218138,International bonds,0.5%,"500,000,000 EUR","100,000 EUR",9nov2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
APRR,"APRR is Europe's fourth-largest motorway operator and a subsidiary of Eiffarie, a consortium comprising Eiffage (majority interest) and Macquarie. The Group operates a network of near that 2,300 km of motorways.",Profile,corporate,Transportation,FR0013220258,International bonds,1.25%,"500,000,000 EUR","100,000 EUR",6jan2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
APRR,"APRR is Europe's fourth-largest motorway operator and a subsidiary of Eiffarie, a consortium comprising Eiffage (majority interest) and Macquarie. The Group operates a network of near that 2,300 km of motorways.",Profile,corporate,Transportation,FR0013220266,International bonds,1.875%,"500,000,000 EUR","100,000 EUR",6jan2031, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vivendi,"Vivendi Société Anonyme produces, publishes, and distributes digital products and services primarily in France and rest of Europe, the United States, Morocco, Brazil, and internationally. The company operates in six businesses: Activision Blizzard, Universal Music Group, ...",Profile,corporate,Information and High Technologies,FR0013220399,International bonds,1.125%,"600,000,000 EUR","100,000 EUR",24nov2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Bouygues,"Bouygues S.A. is an industrial group headquartered in the 8th arrondissement of Paris, France. Bouygues is listed on Euronext Paris exchange and is a blue chip in the CAC 40 stock market index. The company was ...",Profile,corporate,Construction and development,FR0013222494,International bonds,1.375%,"750,000,000 EUR","100,000 EUR",7jun2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Valeo,"Valeo SA designs, produces, and sells components, integrated systems, and modules for the automotive industry, primarily geared towards CO2 emissions reduction. Its Powertrain Systems business group develops powertrain solutions aimed at reducing fuel consumption and CO2 ...",Profile,corporate,Engineering industry,FR0013230943,International bonds,0.625%,"500,000,000 EUR","100,000 EUR",11jan2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0013231099,International bonds,1.25%,"1,000,000,000 EUR","100,000 EUR",18jan2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Klepierre,Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.,Profile,corporate,Financial institutions,FR0013238045,International bonds,1.375%,"500,000,000 EUR","100,000 EUR",16feb2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0013240835,International bonds,1%,"750,000,000 EUR","1,000 EUR",8mar2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide,"Air Liquide SA, through its subsidiaries, produces, markets, and sells industrial and healthcare gases, including liquid nitrogen, argon, carbon dioxide, and oxygen worldwide. The Company also produces welding, diving, and technical-medical equipment. Air Liquide sells its ...",Profile,corporate,Chemical and petrochemical industry,FR0013241346,International bonds,1%,"600,000,000 EUR","100,000 EUR",8mar2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013241536,International bonds,0.75%,"750,000,000 EUR","100,000 EUR",11sep2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013241676,International bonds,1.5%,"500,000,000 EUR","100,000 EUR",9sep2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0013245859,International bonds,0.875%,"700,000,000 EUR","100,000 EUR",27mar2024, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0013245867,International bonds,1.5%,"800,000,000 EUR","100,000 EUR",27mar2028, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0013246725,International bonds,0.672%,"650,000,000 EUR","100,000 EUR",30mar2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Veolia Environnement,"Veolia Environnement SA operates utility and public transportation businesses. The Company supplies drinking water, provides waste management services, manages and maintains heating and air conditioning systems, and operates rail and road passenger transportation systems.",Profile,corporate,Public utilities,FR0013246733,International bonds,1.496%,"650,000,000 EUR","100,000 EUR",30nov2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Edenred,"Edenred, formerly Accor Services, is an international firm providing prepaid performance enhancement and commuter benefit services for businesses. Headquartered in Malakoff, France, Edenred has been autonomous since June 2010, following its split from the Accor group. ...",Profile,corporate,Information and High Technologies,FR0013247202,International bonds,1.875%,"500,000,000 EUR","100,000 EUR",30mar2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0013248507,International bonds,1%,"500,000,000 EUR","100,000 EUR",3apr2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0013248523,International bonds,1.5%,"700,000,000 EUR","100,000 EUR",3apr2029, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Kering,"Kering (previously PPR) is the French luxury goods holding company owner of Alexander McQueen, Balenciaga, Brioni, Gucci, Puma, Volcom, and other luxury, sport & lifestyle brands distributed in 120 countries. The company was founded in 1963 ...",Profile,corporate,Light industry,FR0013248721,International bonds,1.5%,"300,000,000 EUR","100,000 EUR",5apr2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0013251170,International bonds,1.125%,"500,000,000 EUR","100,000 EUR",20apr2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Arkema,"Arkema manufactures and markets a wide range of chemicals. The Company manufactures both industrial chemicals and performance products including acrylics, polymethyl methacrylate (PMMA), hydrogen peroxide, technical polymers, specialty chemicals, and functional additives.",Profile,corporate,Chemical and petrochemical industry,FR0013252277,International bonds,1.5%,"900,000,000 EUR","100,000 EUR",20apr2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
LVMH Moet Hennessy Louis Vuitton,"LVMH Moët Hennessy - Louis Vuitton SA engages in the manufacture and sale of luxury products. The company operates through Wines and Spirits, Fashion and Leather Goods, Perfumes and Cosmetics, Watches and Jewelry, and Selective Retailing ...",Profile,corporate,Light industry,FR0013257615,International bonds,0.375%,"800,000,000 EUR","1,000 EUR",26may2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
LVMH Moet Hennessy Louis Vuitton,"LVMH Moët Hennessy - Louis Vuitton SA engages in the manufacture and sale of luxury products. The company operates through Wines and Spirits, Fashion and Leather Goods, Perfumes and Cosmetics, Watches and Jewelry, and Selective Retailing ...",Profile,corporate,Light industry,FR0013257623,International bonds,0.75%,"1,200,000,000 EUR","1,000 EUR",26may2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
APRR,"APRR is Europe's fourth-largest motorway operator and a subsidiary of Eiffarie, a consortium comprising Eiffage (majority interest) and Macquarie. The Group operates a network of near that 2,300 km of motorways.",Profile,corporate,Transportation,FR0013260551,International bonds,1.625%,"500,000,000 EUR","100,000 EUR",13jan2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0013260767,International bonds,1.625%,"100,000,000 EUR","100,000 EUR",7jun2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Covivio (Fonciere des Regions),Foncière des Régions is a holding company of real estate investment (REIT) companies that own residential and commercial properties in 8 countries (mostly Europe). Its business comes from the rental and leasing of properties (including hotels ...,Profile,corporate,Financial institutions,FR0013262698,International bonds,1.5%,"595,000,000 EUR","100,000 EUR",21jun2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Coentreprise De Transport D'electricite,"Coentreprise de Transport d'Electricite (CTE) is a French holding company, which, through its subsidiary, owns, develops, and maintains electrical power transmission network and serves customers in France.",Profile,corporate,Power,FR0013264405,International bonds,0.875%,"500,000,000 EUR","100,000 EUR",29sep2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Coentreprise De Transport D'electricite,"Coentreprise de Transport d'Electricite (CTE) is a French holding company, which, through its subsidiary, owns, develops, and maintains electrical power transmission network and serves customers in France.",Profile,corporate,Power,FR0013264421,International bonds,1.5%,"1,200,000,000 EUR","100,000 EUR",29jul2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Coentreprise De Transport D'electricite,"Coentreprise de Transport d'Electricite (CTE) is a French holding company, which, through its subsidiary, owns, develops, and maintains electrical power transmission network and serves customers in France.",Profile,corporate,Power,FR0013264439,International bonds,2.125%,"1,220,000,000 EUR","100,000 EUR",29jul2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Regie Autonome des Transports Parisiens,"Régie Autonome des Transports Parisiens provides public transport services in the Paris region. The company operates in two segments, Infrastructure Management and Transport Operations. It operates, develops, modernizes, and maintains multimodal networks, including the metro system, ...",Profile,corporate,Transportation,FR0013264488,International bonds,0.875%,"500,000,000 EUR","100,000 EUR",25may2027, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0013266343,International bonds,FRN,"500,000,000 EUR","100,000 EUR",30jun2022, EUR,France,Outstanding,"Par amount, integral multiple",Floating rate,yes,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0013266350,International bonds,1.375%,"700,000,000 EUR","100,000 EUR",30jun2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0013266368,International bonds,2%,"500,000,000 EUR","100,000 EUR",30jun2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Legrand,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures to the commercial, industrial, and residential markets in approximately 180 countries. It offers control and command devices, cable management, power distribution, and voice-data-image systems ...",Profile,corporate,Construction and development,FR0013266830,International bonds,0.75%,"500,000,000 EUR","100,000 EUR",6jul2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Legrand,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures to the commercial, industrial, and residential markets in approximately 180 countries. It offers control and command devices, cable management, power distribution, and voice-data-image systems ...",Profile,corporate,Construction and development,FR0013266848,International bonds,1.875%,"500,000,000 EUR","100,000 EUR",6jul2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Valeo,"Valeo SA designs, produces, and sells components, integrated systems, and modules for the automotive industry, primarily geared towards CO2 emissions reduction. Its Powertrain Systems business group develops powertrain solutions aimed at reducing fuel consumption and CO2 ...",Profile,corporate,Engineering industry,FR0013281888,International bonds,0.375%,"600,000,000 EUR","100,000 EUR",12sep2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Vivendi,"Vivendi Société Anonyme produces, publishes, and distributes digital products and services primarily in France and rest of Europe, the United States, Morocco, Brazil, and internationally. The company operates in six businesses: Activision Blizzard, Universal Music Group, ...",Profile,corporate,Information and High Technologies,FR0013282571,International bonds,0.875%,"850,000,000 EUR","100,000 EUR",18sep2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0013283140,International bonds,1.625%,"540,000,000 EUR","100,000 EUR",21sep2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0013284205,International bonds,1.375%,"700,000,000 EUR","100,000 EUR",26jan2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0013284247,International bonds,0.375%,"500,000,000 EUR","100,000 EUR",28feb2023, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0013284254,International bonds,1.375%,"750,000,000 EUR","100,000 EUR",28feb2029, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0013284270,International bonds,2%,"850,000,000 EUR","100,000 EUR",28sep2037, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Cofiroute,"Compagnie Financiere et Industrielle des Autoroutes SA operates concession systems and roadways. The Company offers roads and highway construction, traffic management, technological solutions, toll facilities, restrooms, and radio services.",Profile,corporate,Transportation,FR0013286788,International bonds,1.125%,"750,000,000 EUR","100,000 EUR",13oct2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
