0,bond_types,bond_amounts,issue_info,ISIN_Code,quarter,year
"International bonds: CA Immobilien, 1% 27oct2025, EUR
XS2248827771","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
350,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Austria
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
CA Immobilien Anlagen acquires, manages and develops real estate properties.
Borrower
CA Immobilien
Full issuer name
CA Immobilien Anlagen AG
Sector
corporate
Industry
Construction and development
Stocks
CA Immobilien, ordinary share
Volume
Placement amount
350,000,000 EUR
Outstanding amount
350,000,000 EUR
Outstanding face value amount
350,000,000 EUR
USD equivalent
425,082,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS2244415175,Q4,2020.0
"International bonds: UPM, 0.125% 19nov2028, EUR
XS2257961818","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
UPM-Kymmene Corporation is a Finnish pulp, paper and timber manufacturer.
Borrower
UPM
Full issuer name
UPM-Kymmene Oyj
Sector
corporate
Industry
Pulp, paper and wood industries
Stocks
UPM, ordinary share
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2248827771,Q4,2020.0
"International bonds: Neles, 0.875% 26may2028, EUR
XS2264692737",Senior Unsecured,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Neles Corp (formerly Metso Corp) is a supplier of technology, automation and services to customers in the mining, construction, and oil and gas industries. The company is also known for its advanced automation solutions for pulp, ...
Show more
Borrower
Neles
Full issuer name
Neles Corp
Sector
corporate
Industry
Engineering industry
Stocks
Neles, ordinary share
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2257961818,Q4,2020.0
"International bonds: Stora Enso Oyj, 0.625% 2dec2030, EUR
XS2265360359","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Stora Enso Oyj is a Finnish pulp and paper manufacturer, formed by the merger of Swedish mining and forestry products company Stora and Finnish forestry products company Enso-Gutzeit Oy in 1998. It is headquartered in Helsinki.
Borrower
Stora Enso Oyj
Full issuer name
Stora Enso Oyj
Sector
corporate
Industry
Pulp, paper and wood industries
Stocks
Stora Enso Oyj, ordinary share
Stora Enso Oyj, ordinary share
Stora Enso Oyj, ordinary share
Stora Enso Oyj, ordinary share
Stora Enso Oyj, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2264692737,Q4,2020.0
"Domestic bonds: Orange, 1.125% 15jul2024, EUR
FR0013396512",,"STATUS
Outstanding
AMOUNT
1,250,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...
Show more
Issuer
Orange
Full issuer name
Orange S.A.
Sector
corporate
Industry
Communication
Stocks
Orange, ordinary share
Orange, depositary receipt
Orange, depositary receipt
Volume
Placement amount
1,250,000,000 EUR
Outstanding amount
1,250,000,000 EUR
Outstanding face value amount
1,250,000,000 EUR
USD equivalent
1,518,150,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS2265360359,Q4,2020.0
"Domestic bonds: Thales, 0% 26mar2026, EUR (1946D)
FR0013537305","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Issuer
Thales
Full issuer name
Thales S.A.
Sector
corporate
Industry
Information and High Technologies
Stocks
Thales, ordinary share
Thales, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013396512,Q4,2020.0
"Domestic bonds: SNCF, 0.875% 28feb2051, EUR (8)
FR0014000C08",,"STATUS
Outstanding
AMOUNT
2,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Societe nationale SNCF SA (before January 1, 2020 SNCF Mobilites) is a French railway holding company.
Issuer
SNCF
Full issuer name
Societe nationale SNCF SA
Sector
corporate
Industry
Transportation
Volume
Placement amount
2,000,000,000 EUR
Outstanding amount
2,000,000,000 EUR
Outstanding face value amount
2,000,000,000 EUR
USD equivalent
2,429,040,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0013537305,Q4,2020.0
isin_code_not_found,isin_code_not_found,isin_code_not_found,isin_code_not_found,FR0014000C08,Q4,2020.0
isin_code_not_found,isin_code_not_found,isin_code_not_found,isin_code_not_found,FR0014000C73,Q4,2020.0
"Domestic bonds: Michelin, 0% 2nov2028, EUR (2922D)
FR0014000D31",Zero-coupon bonds,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Compagnie Generale des Etablissements Michelin engages in the development, production, marketing, and sale of tires worldwide. It offers tires for cars, vans, trucks, farm machinery, motorcycles, scooters, bicycles, aircraft, subway trains, tramways, mining, and earthmovers and ...
Show more
Issuer
Michelin
Full issuer name
Compagnie Gener. des Etablissements Michelin
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Michelin, ordinary share
Michelin, ordinary share
Michelin, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000C81,Q4,2020.0
"Domestic bonds: Michelin, 0.25% 2nov2032, EUR
FR0014000D49",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Compagnie Generale des Etablissements Michelin engages in the development, production, marketing, and sale of tires worldwide. It offers tires for cars, vans, trucks, farm machinery, motorcycles, scooters, bicycles, aircraft, subway trains, tramways, mining, and earthmovers and ...
Show more
Issuer
Michelin
Full issuer name
Compagnie Gener. des Etablissements Michelin
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Michelin, ordinary share
Michelin, ordinary share
Michelin, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000D31,Q4,2020.0
"Domestic bonds: Michelin, 0.625% 2nov2040, EUR
FR0014000D56",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Compagnie Generale des Etablissements Michelin engages in the development, production, marketing, and sale of tires worldwide. It offers tires for cars, vans, trucks, farm machinery, motorcycles, scooters, bicycles, aircraft, subway trains, tramways, mining, and earthmovers and ...
Show more
Issuer
Michelin
Full issuer name
Compagnie Gener. des Etablissements Michelin
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Michelin, ordinary share
Michelin, ordinary share
Michelin, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000D49,Q4,2020.0
"Domestic bonds: Klepierre, 0.875% 17feb2031, EUR
FR0014000KT3",,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.
Issuer
Klepierre
Full issuer name
Klepierre
Sector
corporate
Industry
Financial institutions
Stocks
Klepierre, ordinary share
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000D56,Q4,2020.0
"Domestic bonds: VINCI SA, 0% 27nov2028, EUR (2922D)
FR0014000PF1","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
VINCI is a French construction and concessions (motorways, tunnels, bridges, car parks) company.
Issuer
VINCI SA
Full issuer name
VINCI SA
Sector
corporate
Industry
Construction and development
Stocks
VINCI SA, ordinary share
VINCI SA, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000KT3,Q4,2020.0
"Domestic bonds: Teleperformance, 0.25% 26nov2027, EUR
FR0014000S75",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Teleperformance is a multinational company headquartered in France. The company specializes in outsourced omnichannel customer experience management, also known as Business Process Outsourcing (BPO). The company provides customer acquisition, customer care, technical support, debt collection, social ...
Show more
Issuer
Teleperformance
Full issuer name
Teleperformance SE
Sector
corporate
Industry
Communication
Stocks
Teleperformance, ordinary share
Teleperformance, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000PF1,Q4,2020.0
"Domestic bonds: CARMILA, 1.625% 30may2027, EUR
FR0014000T33",Senior Unsecured,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
The third largest listed owner of commercial property in continental Europe, Carmila was founded by Carrefour and large institutional investors in order to increase the value of shopping centres adjoining Carrefour hypermarkets in France, Spain and ...
Show more
Issuer
CARMILA
Full issuer name
CARMILA SA
Sector
corporate
Industry
Construction and development
Stocks
CARMILA, ordinary share
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000S75,Q4,2020.0
"Domestic bonds: Unibail-Rodamco SE, 0.625% 4may2027, EUR
FR0014000UC8",,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Unibail-Rodamco-Westfield SE owns, develops, operates, and manages retail assets and properties. The Company offers outstanding services, bold digital marketing, unique design, leasing, differentiating premium retailers, and inspiring events. Unibail-Rodamco-Westfield serves shopping centers, office buildings, airports, and ...
Show more
Issuer
Unibail-Rodamco SE
Full issuer name
Unibail-Rodamco SE
Sector
corporate
Industry
Construction and development
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000T33,Q4,2020.0
"Domestic bonds: Unibail-Rodamco SE, 1.375% 4dec2031, EUR
FR0014000UD6",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Unibail-Rodamco-Westfield SE owns, develops, operates, and manages retail assets and properties. The Company offers outstanding services, bold digital marketing, unique design, leasing, differentiating premium retailers, and inspiring events. Unibail-Rodamco-Westfield serves shopping centers, office buildings, airports, and ...
Show more
Issuer
Unibail-Rodamco SE
Full issuer name
Unibail-Rodamco SE
Sector
corporate
Industry
Construction and development
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",FR0014000UC8,Q4,2020.0
"International bonds: Cie De Saint-Gobain, 0.625% 15mar2024, EUR
XS1962554785",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Cie De Saint-Gobain
Full issuer name
Cie De Saint-Gobain
Sector
corporate
Industry
Construction and development
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",FR0014000UD6,Q4,2020.0
"International bonds: INWIT, 1.625% 21oct2028, EUR
XS2244936659",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
INWIT
Full issuer name
Infrastrutture Wireless Italiane SpA
Sector
corporate
Industry
Communication
Stocks
INWIT, ordinary share
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1962554785,Q4,2020.0
"International bonds: A2A, 0.625% 28oct2032, EUR
XS2250376477",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
A2A S.p.A., together with its subsidiaries, engages in the production, sale, and distribution of gas and electricity; and district heating, environmental services, and integrated water cycle activities primarily in Italy. The company operates through five segments: ...
Show more
Borrower
A2A
Full issuer name
A2A S.p.A.
Sector
corporate
Industry
Power
Stocks
A2A, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS2244936659,Q4,2020.0
"International bonds: Naspers, 1.539% 3aug2028, EUR
XS2211183244",Senior Unsecured,"STATUS
Outstanding
AMOUNT
850,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
South Africa
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Naspers is a South Africa-based multinational media company with principal operations in electronic media (including pay-television, internet and instant-messaging subscriber platforms and the provision of related technologies) and print media (including the publishing, distribution and ...
Show more
Borrower
Naspers
Full issuer name
Naspers Limited
Sector
corporate
Industry
Media and Entertainment
SPV / Issuer
Prosus
Stocks
Naspers, ordinary share
Naspers, depositary receipt
Volume
Placement amount
850,000,000 EUR
Outstanding amount
850,000,000 EUR
Outstanding face value amount
850,000,000 EUR
USD equivalent
1,032,342,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2250376477,Q4,2020.0
"International bonds: Naspers, 2.031% 3aug2032, EUR
XS2211183756",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
South Africa
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Naspers is a South Africa-based multinational media company with principal operations in electronic media (including pay-television, internet and instant-messaging subscriber platforms and the provision of related technologies) and print media (including the publishing, distribution and ...
Show more
Borrower
Naspers
Full issuer name
Naspers Limited
Sector
corporate
Industry
Media and Entertainment
SPV / Issuer
Prosus
Stocks
Naspers, ordinary share
Naspers, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2263801164,Q4,2020.0
"International bonds: Deutsche Bahn, 0.375% 23jun2029, EUR
XS2193666042",Senior Unsecured,"STATUS
Outstanding
AMOUNT
850,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Deutsche Bahn AG provides railway services. The Company offers passenger and cargo transportation, press, and logistics services to rail, road, ocean, and air traffic networks. Deutsche Bahn serves customers in Germany.
Borrower
Deutsche Bahn
Full issuer name
Deutsche Bahn AG
Sector
corporate
Industry
Transportation
Volume
Placement amount
850,000,000 EUR
Outstanding amount
850,000,000 EUR
Outstanding face value amount
850,000,000 EUR
USD equivalent
1,032,342,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2263802212,Q4,2020.0
"International bonds: Hera, 0.25% 3dec2030, EUR
XS2265990452",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
HERA S.p.A. provides environmental, water, and energy services in Italy. The company operates through Gas, Electricity, Integrated Water Cycle, Environment, and Other Services segments. It offers integrated water service, which include design, construction, operation, and maintenance ...
Show more
Borrower
Hera
Full issuer name
Hera Spa
Sector
corporate
Industry
Power
Stocks
Hera, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2193666042,Q4,2020.0
"International bonds: Eurofins Scientific, 3.375% 30jan2023, EUR
XS1268496640",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Eurofins Scientific
Full issuer name
Eurofins Scientific SE
Sector
corporate
Industry
Other sectors
Stocks
Eurofins Scientific, ordinary share
Eurofins Scientific, ordinary share
Eurofins Scientific, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2265990452,Q4,2020.0
"International bonds: Eurofins Scientific, 3.75% 17jul2026, EUR
XS2167595672",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Eurofins Scientific
Full issuer name
Eurofins Scientific SE
Sector
corporate
Industry
Other sectors
Stocks
Eurofins Scientific, ordinary share
Eurofins Scientific, ordinary share
Eurofins Scientific, depositary receipt
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1268496640,Q4,2020.0
"International bonds: Aroundtown, 0% 16jul2026, EUR (2038D)
XS2273810510","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Aroundtown SA operates as a real estate company. The Company manages and invests in commercial and residential real estate assets. Aroundtown serves customers in Europe. The compamy was formerly known as Aroundtown Property Holdings Plc.
Borrower
Aroundtown
Full issuer name
Aroundtown S.A.
Sector
corporate
Industry
Construction and development
Stocks
Aroundtown, ordinary share
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS2167595672,Q4,2020.0
"Domestic bonds: Altarea, 1.75% 16jan2030, EUR
FR00140010J1",,"STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
France
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Altarea is a leading property group. As both a commercial landowner and developer, it operates in all three classes of property assets: retail, residential and offices. It has the know-how in each sector required to design, ...
Show more
Issuer
Altarea
Full issuer name
Altarea S.C.A.
Sector
corporate
Industry
Construction and development
Stocks
Altarea, ordinary share
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS2273810510,Q4,2020.0
"International bonds: Snam, 0% 7dec2028, EUR (2922D)
XS2268340010","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Snam S.p.A. owns and operates Italy's natural-gas distribution network. The Company transports gas on behalf of importers, distributors, and companies supplying Italian households. Snam owns a network of high-and medium-pressure pipes, including trunk lines connected to ...
Show more
Borrower
Snam
Full issuer name
Snam S.p.A.
Sector
corporate
Industry
Transportation
Stocks
Snam, ordinary share
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",FR00140010J1,Q4,2020.0
"Domestic bonds: GBL, 0.125% 28jan2031, EUR
BE0002767482",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Belgium
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
GBL is one of the largest listed Belgian companies and is the second largest holding company in Europe, with adjusted net assets of EUR 15.6 billion and a market capitalisation of EUR 11.7 billion at the ...
Show more
Issuer
GBL
Full issuer name
Groupe Bruxelles Lambert
Sector
corporate
Industry
Financial institutions
Stocks
GBL, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS2268340010,Q4,2020.0
"Domestic bonds: Stellantis, 2% 23mar2024, EUR
FR0013245586",,"STATUS
Outstanding
AMOUNT
700,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Stellantis N.V (formerly Fiat Chrysler Automobiles NV) was established in 2014 by merging Fiat S.p.A. into a new Netherlands-based holding company with its global headquarters in London, UK and listings on the Borsa Italiana and New ...
Show more
Issuer
Stellantis
Full issuer name
Stellantis N.V (formerly Fiat Chrysler Automobiles NV)
Sector
corporate
Industry
Engineering industry
Stocks
Stellantis, ordinary share
Volume
Placement amount
700,000,000 EUR
Outstanding amount
700,000,000 EUR
Outstanding face value amount
700,000,000 EUR
USD equivalent
850,164,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",BE0002767482,Q1,2021.0
